JP en poche,27,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.CAMERA,com.localeo.jouars.permission.C2D_MESSAGE,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Google CrashLytics,Google Firebase Analytics,OneSignal
CitySaintes,25,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,fr.beattractive.saintes.permission.C2D_MESSAGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.ACCESS_COARSE_LOCATION,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Google Firebase Analytics
UnivPoitiers,13,android.permission.WRITE_CALENDAR,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,android.permission.ACCESS_WIFI_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_FINE_LOCATION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_CALENDAR,com.google.android.c2dm.permission.RECEIVE,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Google CrashLytics,Google Firebase Analytics,Countly,Mapbox
Les Pequelets La Fare les O.,11,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Google DoubleClick,Flurry,Google CrashLytics,ATInternet,Twitter MoPub,Google Analytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Places,Facebook Share,Google Ads,Smaato,Google Tag Manager,Inmobi,Millennial Media,Countly,MobFox
Joinville Connect,9,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.SYSTEM_ALERT_WINDOW,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,com.android.vending.CHECK_LICENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Suresnes,28,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.USE_FINGERPRINT,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.ACCESS_COARSE_LOCATION,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Google CrashLytics,Google Firebase Analytics
ICI Mérignac,11,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,fr.villemerignac.permission.C2D_MESSAGE,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Google CrashLytics,Google Firebase Analytics,Facebook Analytics,Facebook Login,Facebook Places,Facebook Share,Mapbox
Vern sur Seiche,11,android.permission.ACCESS_COARSE_LOCATION,android.permission.RECORD_AUDIO,android.permission.WRITE_EXTERNAL_STORAGE,com.alkante.vernsurseiche.permission.C2D_MESSAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.RECORD_VIDEO,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Google Firebase Analytics
Ramonville,27,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,com.localeo.ramonville.permission.C2D_MESSAGE,android.permission.READ_APP_BADGE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Google CrashLytics,Google Firebase Analytics,OneSignal
scla,17,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,android.permission.READ_PHONE_STATE,com.amazon.device.messaging.permission.RECEIVE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.FOREGROUND_SERVICE,com.conduit.app_bce926e24777435d8660151eec9e0287.app.permission.RECEIVE_ADM_MESSAGE,android.permission.ACCESS_FINE_LOCATION,com.conduit.app_bce926e24777435d8660151eec9e0287.app.permission.MAPS_RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.ACCESS_NETWORK_STATE,android.permission.GET_ACCOUNTS,com.google.android.c2dm.permission.RECEIVE,com.conduit.app_bce926e24777435d8660151eec9e0287.app.permission.C2D_MESSAGE,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Google CrashLytics,Google Firebase Analytics,MixPanel
Pordic,27,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,com.localeo.pordic.permission.C2D_MESSAGE,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Google CrashLytics,Google Firebase Analytics,OneSignal
MSaintSeb,28,android.permission.WRITE_CALENDAR,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,android.permission.READ_CALENDAR,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.ACCESS_COARSE_LOCATION,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.CALL_PHONE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Google Firebase Analytics
GGA en poche,26,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,com.gaillac.smartcity.permission.C2D_MESSAGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.ACCESS_COARSE_LOCATION,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Google Firebase Analytics
Vidauban,11,android.permission.ACCESS_COARSE_LOCATION,android.permission.VIBRATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Google DoubleClick,Flurry,Google CrashLytics,ATInternet,Twitter MoPub,Google Analytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Places,Facebook Share,Google Ads,Smaato,Google Tag Manager,Inmobi,Millennial Media,Countly,MobFox
Isle-Adam,31,com.lumiplan.lisleadam.permission.C2D_MESSAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.ACCESS_BACKGROUND_LOCATION,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,com.google.android.providers.gsf.permission.READ_GSERVICES,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.READ_APP_BADGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.READ_EXTERNAL_STORAGE,com.google.android.c2dm.permission.RECEIVE,com.sec.android.provider.badge.permission.READ,com.android.vending.CHECK_LICENSE,com.sec.android.provider.badge.permission.WRITE,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.ACCESS_COARSE_LOCATION,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_FINE_LOCATION,com.majeur.launcher.permission.UPDATE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,com.htc.launcher.permission.READ_SETTINGS,android.permission.CAMERA,android.permission.INTERNET,android.permission.WAKE_LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Google CrashLytics,Google Firebase Analytics
